Series,Episode,Episode Title,Scene,Speaker,Dialogue
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Stuart,"And if my heart stops, just let me go."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Raj,"I’m sorry, guys. Sheldon was upset, Leonard and Penny were fighting, I just wanted to go some place where I wasn’t causing problems."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,I’ll say it again. India.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Raj,Can I just stay in the garage?
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,Don’t do that. We’ll make up the couch for you and figure out something in the morning.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Raj,Thank you.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Stuart,"Come on, I’ll get you some sheets. Then I’ll see if I can beat my high score on the blood pressure machine."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,Never should’ve had all these kids so close together.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,You okay?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,I can’t sleep.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,What’s wrong?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,Beverley believes I unconsciously consider my old room an escape hatch.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,Is that bothering you?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,Yes. I don’t care for unconscious thoughts. My brain and I are best friends. It should tell me everything.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,"I mean, how it relates to our relationship, not the bromance between you and your brain."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,What if she’s correct? Doesn’t that say something troubling about us?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,I don’t know. I just think you’re the kind of person who likes a contingency plan.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,That is true. Did you know I figured out in which order I would eat all my friends in the event of an apocalypse?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,You need to stop hanging out with your brain so much. It’s not a good influence.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"If you’re looking for spare change, I already cleaned it out."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"Well, didn’t think this is where my life would be."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"Me, either. I’m in a bedroom and you’re on a couch. I’m actually winning."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"You know, we’re both down on our luck. Maybe you and I should try to get a place together."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"Okay, listen to me. There is no reason to leave here. This is great. Everyone’s nice. It’s comfortable. If all goes according to plan, this is my retirement home."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,Wouldn’t you feel better about yourself if you were more independent?
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,Better than I feel in their steam shower? I don’t think so.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,"Penny would be the entree. Then Leonard’s basically a cheese course. And because I love you, you’re dessert."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,"I want to say aw, but I’m gonna say ew."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"No, you see, I’m doing this so I can stop being spoiled and, you know, grow as a person."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,Good for you. This sandwich has six dollars worth of ham in it.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,Don’t you even feel a little bad sponging off your friends?
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"Hey, look, I went to art college, I tried to make it as a graphic artist, a comic book artist, and you know what I got for my efforts? A visible rib cage. I’m not kidding. You could see my heart beating."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"Well, no offence, but I didn’t go to art school. I have a PhD in astrophysics."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"Oh, great, it’ll be easier for you to look up at the stars without a roof over your head."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,Morning.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,Did you know Raj moved out last night?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,What? Why?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Leonard and Penny, I’m sorry for all the trouble I’ve caused. I went to stay at Howard’s. PS Cinnamon’s with me, but if you feel like messing with Sheldon, tell him she’s loose in the building."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,I feel terrible.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,Should we go bring him back?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,"Well, you’re the one worried having someone live with us is a sign of problems."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Oh, that was just because my mother got in my head. It’s like being possessed, but instead of Satan it’s, actually, it’s the same thing."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,"All right, so we’ll ask him to come back."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Well, great."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,Don’t you want to get dressed first?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Just one second. Help, Cinnamon’s loose in the building."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Sheldon(off),"Amy, quick, lock the door."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Penny,We’re so sorry if we made you feel uncomfortable. We really weren’t fighting about you.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,I just never want to be a burden on my friends.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"Me, either. Don’t want to be a burden. Hey, is that the baby? I’ll go check."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Leonard,"You are not a burden, and we want you to come back and stay with us."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"But I also upset Sheldon, and he’s not gonna want to come over if I’m there."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Penny,More reasons for you to stay.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,Halley’s fine.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Bernadette,"You know she’s at my parents’ house, right?"
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,And she’s having the time of her life.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Howard,"If you ever want to change things up, you’re always welcome here."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Bernadette,"Just not in our bedroom, you dumbass."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"I appreciate it, but I think staying with Leonard and Penny makes more sense for everyone."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Penny,Then it’s settled.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Raj,"And just so you know, it’s only temporary. I’m not gonna get too comfortable."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Bernadette,Good. Nobody needs a mooch living in their house forever.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s living room.,Stuart,"Hey, that’s no way to talk about your baby."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"You know what? I’m proud of us. Yeah, with Penny and Leonard taking in Raj, and Stuart living with Howard and Bernadette, we’re the only couple of our social group who doesn’t need to fill the holes in their relationship with a third party."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,"Yup, we’re killin’ it."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,"You know, downward-facing dog comes from the Sanskrit phrase adho mukha shvanasana."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Penny,"Oh, that’s beautiful. What does it mean?"
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,Downward-facing dog.
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Penny,"Yeah, I guess they don’t have Sanskrit for butts up and heads down."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,"Hey, we wrote the Kama Sutra. If it involves butts, there’s a word for it."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Leonard,I thought we were getting breakfast before work.
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Penny,"Oh, right, sorry."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,It’s my fault. I asked Penny to do yoga with me.
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Penny,"If you want, I can get ready in five minutes."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Leonard,It’s cute that you think that. Don’t worry about it.
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,"Hey, can I ask you a favour? Would you mind taking Cinnamon for a walk?"
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Leonard,"Sure. You’re living here for free, I guess I owe you."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,"Bye, Cinnamon. Be a good girl."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Penny,"Yeah, bye, sweetie."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Leonard,Bye.
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Penny,"Yeah, yeah, bye, Leonard."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Raj,"Okay, and tree pose."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,Leonard,"Well, she’s done."
Series 10,Episode 19,The Collaboration Fluctuation,The apartment.,,Credits sequence.
Series 10,Episode 19,The Collaboration Fluctuation,Amy’s car.,Sheldon,Things have been going really well with the infinite resistance gyroscope.
Series 10,Episode 19,The Collaboration Fluctuation,Amy’s car.,Amy,That’s great. How so?
Series 10,Episode 19,The Collaboration Fluctuation,Amy’s car.,Sheldon,"Oh, the project is classified. I can’t tell you. Oh, I suppose I could redact the classified parts. All right, um, I came up with an elegant solution to the(honks horn)I used the(honks horn)And then I(honks horn)And that did it.(Car passes honking horn)Wow, I wonder what they’re redacting."
